Unnamed: 0,PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,predicted_usefulness,is_useful,comments,food,chem_ent_ratio,chemicals,bigram_score,chem_term_count
63,19505553,In this work the endothelium-dependant vasorelaxant and anti-platelet aggregation activities of an aqueous extract from Ocimum basilicum were studied.,Journal of ethnopharmacology,"['D000818', 'D002851', 'D005260', 'D018649', 'D010936', 'D010975', 'D051381', 'D017208', 'D014665', 'D014867']","['Animals', 'Chromatography, High Pressure Liquid', 'Female', 'Ocimum basilicum', 'Plant Extracts', 'Platelet Aggregation Inhibitors', 'Rats', 'Rats, Wistar', 'Vasodilator Agents', 'Water']",Vasorelaxant and anti-platelet aggregation effects of aqueous Ocimum basilicum extract.,"[None, None, None, 'Q000737', 'Q000494', 'Q000494', None, None, 'Q000494', None]","[None, None, None, 'chemistry', 'pharmacology', 'pharmacology', None, None, 'pharmacology', None]",https://www.ncbi.nlm.nih.gov/pubmed/19505553,2009,0,1,Basil extracts,basil,0.16666666666666666,['aqueous extract'],1,1
65,19110254,"A fast and efficient on-line coupled dynamic sonication-assisted extraction-liquid chromatography (DSAE-LC) method was developed for the determination of phenolic acids in basil, oregano, rosemary, sage, spearmint and thyme. The extraction and chromatography were coupled via a solid-phase trap filled with strong anion exchange material. The relative standard deviations (RSDs) for the retention times were less than 0.4% and those for the peak heights less than 3% except for gallic acid (RSD 1.2% for the retention times and 11% for the peak heights). Limits of detection were below approximately 3ng.",Journal of chromatography. A,"['D002851', 'D002934', 'D004867', 'D062385', 'D019686', 'D015203', 'D012680', 'D052616', 'D013010', 'D021241']","['Chromatography, High Pressure Liquid', 'Cinnamates', 'Equipment Design', 'Hydroxybenzoates', 'Lamiaceae', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Solid Phase Extraction', 'Sonication', 'Spectrometry, Mass, Electrospray Ionization']",On-line coupled dynamic sonication-assisted extraction-liquid chromatography for the determination of phenolic acids in Lamiaceae herbs.,"['Q000379', 'Q000032', None, 'Q000032', 'Q000737', None, None, 'Q000379', 'Q000379', None]","['methods', 'analysis', None, 'analysis', 'chemistry', None, None, 'methods', 'methods', None]",https://www.ncbi.nlm.nih.gov/pubmed/19110254,2009,0,1,Phenolic acids,basil,0.2,"['phenolic acids', 'RSDs', 'basil, oregano, rosemary, sage, spearmint and thyme', 'DSAE-LC', 'gallic acid']",1,5
66,18997851,"In the present study, the antifungal activity of selected essential oils obtained from plants used as spices was evaluated against both fluconazole-resistant and fluconazole-susceptible Candida spp. The Candida species studied were Candida albicans, Candida dubliniensis, Candida tropicalis, Candida glabrata, and Candida krusei. For comparison purposes, they were arranged in groups as C. albicans, C. dubliniensis, and Candida non-albicans. The essential oils were obtained from Cinnamomum zeylanicum Breyn, Lippia graveolens HBK, Ocimum basilicum L., Origanum vulgare L., Rosmarinus officinalis L., Salvia officinalis L., Thymus vulgaris L., and Zingiber officinale. The susceptibility tests were based on the M27-A2 methodology. The chemical composition of the essential oils was obtained by gas chromatography-mass spectroscopy and by retention indices. The results showed that cinnamon, Mexican oregano, oregano, thyme, and ginger essential oils have different levels of antifungal activity. Oregano and ginger essential oils were found to be the most and the least efficient, respectively. The main finding was that the susceptibilities of fluconazole-resistant C. albicans, C. dubliniensis, and Candida non-albicans to Mexican oregano, oregano, thyme, and ginger essential oils were higher than those of the fluconazole-susceptible yeasts (P<0.05). In contrast, fluconazole-resistant C. albicans and Candida non-albicans were less susceptible to cinnamon essential oil than their fluconazole-susceptible counterparts (P<0.05). A relationship between the yeasts' susceptibilities and the chemical composition of the essential oils studied was apparent when these 2 parameters were compared. Finally, basil, rosemary, and sage essential oils did not show antifungal activity against Candida isolates at the tested concentrations.",Canadian journal of microbiology,"['D000935', 'D002175', 'D002177', 'D025141', 'D015725', 'D006801', 'D008826', 'D009822', 'D010936', 'D010938', 'D017365']","['Antifungal Agents', 'Candida', 'Candidiasis', 'Drug Resistance, Fungal', 'Fluconazole', 'Humans', 'Microbial Sensitivity Tests', 'Oils, Volatile', 'Plant Extracts', 'Plant Oils', 'Spices']",In vitro activity of essential oils extracted from plants used as spices against fluconazole-resistant and fluconazole-susceptible Candida spp.,"['Q000737', 'Q000187', 'Q000382', None, 'Q000494', None, None, 'Q000737', 'Q000737', 'Q000737', 'Q000032']","['chemistry', 'drug effects', 'microbiology', None, 'pharmacology', None, None, 'chemistry', 'chemistry', 'chemistry', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/18997851,2009,0,1,Essential oil,basil,0.07692307692307693,"['oregano', 'cinnamon', 'Oregano', 'ginger']",1,6
67,18970842,"Comprehensive two-dimensional gas chromatography combined with time-of-flight mass spectrometry (GCxGC-TOFMS) provides high resolution separations of complex samples with a mass spectrum at every point in the separation space. The large volumes of multidimensional data obtained by GCxGC-TOFMS analysis are analyzed using a principal component analysis (PCA) method described herein to quickly and objectively discover differences between complex samples. In this work, we submitted 54 chromatograms to PCA to automatically compare the metabolite profiles of three different species of plants, namely basil (Ocimum basilicum), peppermint (Mentha piperita), and sweet herb stevia (Stevia rebaudiana), where there were 18 chromatograms for each type of plant. The 54 scores of the m/z 73 data set clustered in three groups according to the three types of plants. Principal component 1 (PC 1) separated the stevia cluster from the basil and peppermint clusters, capturing 61.84% of the total variance. Principal component 2 (PC 2) separated the basil cluster from the peppermint cluster, capturing 16.78% of the total variance. The PCA method revealed that relative abundances of amino acids, carboxylic acids, and carbohydrates were responsible for differentiating the three plants. A brief list of the 16 most significant metabolites is reported. After PCA, the 54 scores of the m/z 217 data set clustered in three groups according to the three types of plants, as well, yielding highly loaded variables corresponding with chemical differences between plants that were complementary to the m/z 73 information. The PCA data mining method is applicable to all of the monitored selective mass channels, utilizing all of the collected data, to discover unknown differences in complex sample profiles.",Talanta,[],[],A principal component analysis based method to discover chemical differences in comprehensive two-dimensional gas chromatography with time-of-flight mass spectrometry (GCxGC-TOFMS) separations of metabolites in plant samples.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/18970842,2012,0,1,GCxGC-TOFMS on basil,basil,0.11538461538461539,"['sweet herb stevia', 'carbohydrates', 'peppermint', 'amino acids', 'Mentha piperita', 'Stevia rebaudiana', 'stevia', 'peppermint cluster', 'carboxylic acids']",1,9
69,18564723,"The levels of four different heavy metals [cadmium (Cd), lead (Pb), chromium (Cr) and copper (Cu)] were determined in various vegetables [leek (Allium ampeloprasum), sweet basil (Ocimum basilicum), parsley (Petroselinum crispum), garden cress (Lepidium sativum) and tarragon (Artemisia dracunculus)] cultivated around Sanandaj City. The contributions of the vegetables to the daily intake of heavy metals from vegetables were investigated. One hundred samples (20 samples per month) were collected for five months. Atomic absorption spectrometry was used to determine the concentrations of these metals in the vegetables. The average concentrations of each heavy metal regardless of the kind of vegetable for Pb, Cu, Cr and Cd were 13.60 +/- 2.27, 11.50 +/- 2.16, 7.90 +/- 1.05 and 0.31 +/- 0.17 mg/kg, respectively. Based on the above concentrations and the information of National Nutrition and Food Research Institute of Iran, the dietary intake of Pb, Cu, Cr and Cd through vegetable consumption was estimated at 2.96, 2.50, 1.72 and 0.07 mg/day, respectively. It is concluded that the vegetables grown in this region are a health hazard for human consumption.",The Southeast Asian journal of tropical medicine and public health,"['D019306', 'D004784', 'D005506', 'D006801', 'D007492', 'D031220', 'D019216', 'D019697', 'D028528']","['Artemisia', 'Environmental Monitoring', 'Food Contamination', 'Humans', 'Iran', 'Lepidium sativum', 'Metals, Heavy', 'Onions', 'Petroselinum']","Heavy metals in selected edible vegetables and estimation of their daily intake in Sanandaj, Iran.","['Q000737', None, 'Q000032', None, None, 'Q000737', 'Q000032', 'Q000737', 'Q000737']","['chemistry', None, 'analysis', None, None, 'chemistry', 'analysis', 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/18564723,2008,0,0,Heavy metals,basil,0.2459016393442623,"['Cu', 'copper', 'Cd', 'Ocimum basilicum', 'Lepidium', 'Cr', '[leek (Allium ampeloprasum), sweet basil', 'chromium', 'cadmium', 'Pb']",1,15
71,18248593,"The glandular trichome is an excellent model system for investigating plant metabolic processes and their regulation within a single cell type. We utilized a proteomics-based approach with isolated trichomes of four different sweet basil (Ocimum basilicum L.) lines possessing very different metabolite profiles to clarify the regulation of metabolism in this single cell type. Significant differences in the distribution and accumulation of the 881 highly abundant and non-redundant protein entries demonstrated that although the proteomes of the glandular trichomes of the four basil lines shared many similarities they were also each quite distinct. Correspondence between proteomic, expressed sequence tag, and metabolic profiling data demonstrated that differential gene expression at major metabolic branch points appears to be responsible for controlling the overall production of phenylpropanoid versus terpenoid constituents in the glandular trichomes of the different basil lines. In contrast, post-transcriptional and post-translational regulation of some enzymes appears to contribute significantly to the chemical diversity observed within compound classes for the different basil lines. Differential phosphorylation of enzymes in the 2-C-methyl-d-erythritol 4-phosphate (MEP)/terpenoid and shikimate/phenylpropanoid pathways appears to play an important role in regulating metabolism in this single cell type. Additionally, precursors for different classes of terpenoids, including mono- and sesquiterpenoids, appear to be almost exclusively supplied by the MEP pathway, and not the mevalonate pathway, in basil glandular trichomes.",The Plant journal : for cell and molecular biology,"['D004896', 'D008401', 'D018506', 'D015394', 'D018649', 'D019441', 'D010940', 'D018514', 'D040901', 'D012765', 'D015398', 'D013403', 'D049490', 'D013729']","['Erythritol', 'Gas Chromatography-Mass Spectrometry', 'Gene Expression Regulation, Plant', 'Molecular Structure', 'Ocimum basilicum', 'Plant Epidermis', 'Plant Proteins', 'Plant Structures', 'Proteomics', 'Shikimic Acid', 'Signal Transduction', 'Sugar Phosphates', 'Systems Biology', 'Terpenes']",A systems biology investigation of the MEP/terpenoid and shikimate/phenylpropanoid pathways points to multiple levels of metabolic control in sweet basil glandular trichomes.,"['Q000031', None, None, None, 'Q000235', 'Q000235', 'Q000235', 'Q000235', 'Q000379', 'Q000737', None, 'Q000737', 'Q000379', 'Q000737']","['analogs & derivatives', None, None, None, 'genetics', 'genetics', 'genetics', 'genetics', 'methods', 'chemistry', None, 'chemistry', 'methods', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/18248593,2008,0,1,Proteomics of basil,basil,0.0625,"['2-C-methyl-d-erythritol 4-phosphate', 'phenylpropanoid versus terpenoid constituents', 'mevalonate', 'terpenoids']",1,4
72,17469080,"This work aimed at identifying plant compounds with insecticidal activity against Diaphania hyalinata (L.) (Lepidoptera: Pyralidae), Musca domestica (L.) (Diptera: Muscidae), Periplaneta americana (L.) (Blattodea: Blattidae) and Rhyzopertha dominica (F.) (Coleoptera: Bostrichidae). The plant species used were: basil (Ocimum selloi Benth.), rue (Ruta graveolens L.), lion's ear (Leonotis nepetaefolia L.), Jimson weed (Datura stramonium L.), 'baleeira' herb (Cordia verbenaceae L.), mint (Mentha piperita L.), wild balsam apple (Mormodica charantia L.) and billy goat weed (Ageratum conyzoides L.). Firstly, the insecticidal activities of hexane and ethanol plant extracts were evaluated against adults of R. dominica. Among them, only the hexane extract of A. conyzoides showed insecticidal activity. The hexane extract of this plant species was therefore fractionated by silica gel column chromatography to isolate and purify its bioactive chemical constituents. Three compounds were identified using IR spectra, (1)H NMR, (13)C NMR, HMBC and NOE after gel chromatography: 5,6,7,8,3', 4', 5'-heptamethoxyflavone, 5,6,7,8,3'-pentamethoxy-4', 5'-methylenedioxyflavone and coumarin. The complete assignment of (13)C NMR to 5,6,7,8,3'-pentamethoxy-4', 5'-methylenedioxyflavone was successfully made for the first time. 5,6,7,8,3'-Pentamethoxy-4', 5'-methylenedioxyflavone did not show any insecticidal activity against the four insect species tested. 5,6,7,8,3', 4', 5'-Heptamethoxyflavone showed low activity against D. hyalinata and R. dominica and was not toxic to M. domestica or P. americana. In contrast, coumarin showed insecticidal activity against all four insect pest species tested, with the following order of susceptibility: R. dominica < P. americana < D. hyalinata < M. domestica after 24 h exposure.",Pest management science,"['D031163', 'D000818', 'D005591', 'D001517', 'D003374', 'D047309', 'D006793', 'D007313', 'D007306', 'D009036', 'D019906', 'D010936', 'D018675']","['Ageratum', 'Animals', 'Chemical Fractionation', 'Coleoptera', 'Coumarins', 'Flavones', 'Houseflies', 'Insecta', 'Insecticides', 'Moths', 'Nuclear Magnetic Resonance, Biomolecular', 'Plant Extracts', 'Toxicity Tests']","Compounds from Ageratum conyzoides: isolation, structural elucidation and insecticidal activity.","['Q000737', None, None, None, 'Q000737', 'Q000737', None, None, 'Q000737', None, None, 'Q000737', None]","['chemistry', None, None, None, 'chemistry', 'chemistry', None, None, 'chemistry', None, None, 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/17469080,2007,0,1,Insecticidal activity,basil,0.19101123595505617,"['Datura stramonium L.)', 'coumarin', 'ethanol', '(13)C', 'Rhyzopertha dominica', 'A. conyzoides', 'hexane extract', ""5'-Heptamethoxyflavone"", 'hexane extract of this plant', 'R. dominica', 'hexane', ""5'-heptamethoxyflavone"", ""5'-methylenedioxyflavone"", 'mint']",1,17
73,17307195,"A fast and effective dynamic sonication assisted ethanol extraction method was developed for extracting phenolic acids from basil, oregano, rosemary, sage, spearmint and thyme of the Lamiaceae family. The results were compared with results obtained by conventional solvent extraction techniques. A comprehensive two-dimensional liquid chromatography (LC x LC) system interfaced to electrospray ionisation time-of-flight (TOF) mass spectrometry was then optimised for analysis and quantification of the herb extracts. The optimised LC x LC system employed a combination of C18 and cyano columns. The relative standard deviations for the retention times were better than 0.05% (rosmarinic acid 0.1%) and those for the peak areas 2-14% (2 mg/l, n=3). Limits of detection were 18-90 ng/ml. The LC x LC-MS method was applied to the quantitative analysis of phenolic acids, and the results were compared with those obtained with conventional LC-MS.",Journal of chromatography. A,"['D000975', 'D002851', 'D002853', 'D008401', 'D062385', 'D019686', 'D013058', 'D015203', 'D013056']","['Antioxidants', 'Chromatography, High Pressure Liquid', 'Chromatography, Liquid', 'Gas Chromatography-Mass Spectrometry', 'Hydroxybenzoates', 'Lamiaceae', 'Mass Spectrometry', 'Reproducibility of Results', 'Spectrophotometry, Ultraviolet']",Comprehensive two-dimensional liquid chromatography in analysis of Lamiaceae herbs: characterisation and quantification of antioxidant phenolic acids.,"['Q000032', 'Q000379', 'Q000379', 'Q000379', 'Q000032', 'Q000737', 'Q000379', None, None]","['analysis', 'methods', 'methods', 'methods', 'analysis', 'chemistry', 'methods', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/17307195,2007,0,1,Phenolic acids,basil,0.13333333333333333,"['basil, oregano, rosemary, sage, spearmint and thyme of the Lamiaceae', 'phenolic acids', 'ethanol', 'cyano', 'rosmarinic acid']",1,6
74,17126345,"In the first part of this study, the stability of five terpenes (alpha-pinene, limonene, camphor, citronellol, and carvacrol) under subcritical water conditions was investigated. The stability studies were carried out at four different temperatures (100, 150, 200, and 250 degrees C) with two different heating times (30 and 300 min). When water temperature was increased, the degradation of terpenes became more serious. Prolonged exposure time to each heating temperature also caused decreased terpene stability. The terpene recoveries were determined by conducting subcritical water extraction of sand spiked with terpenes. The recoveries are typically around 70 to 80% for extractions at 100 degrees C. Terpene recoveries were decreased with increasing water temperature due to poorer stability of terpenes. After the degradation and recovery studies, basil and oregano leaves were extracted using water at both 100 and 150 degrees C. The concentrations of each individual terpene in the water extract generally ranged from trace quantity to 65 microg terpene/g herb. However, the concentration of carvacrol in the oregano-water extract at 150 degrees C was found to be as high as 4270 microg carvacrol/g oregano.",Journal of chromatography. A,"['D053000', 'D002849', 'D004355', 'D018649', 'D031341', 'D018515', 'D013696', 'D013729', 'D014867']","['Analytic Sample Preparation Methods', 'Chromatography, Gas', 'Drug Stability', 'Ocimum basilicum', 'Origanum', 'Plant Leaves', 'Temperature', 'Terpenes', 'Water']",Terpene degradation and extraction from basil and oregano leaves using subcritical water.,"['Q000295', None, None, 'Q000737', 'Q000737', 'Q000737', None, 'Q000737', None]","['instrumentation', None, None, 'chemistry', 'chemistry', 'chemistry', None, 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/17126345,2007,0,0,Terpene degradation ,basil,0.2857142857142857,"['oregano', 'terpene', 'carvacrol', 'limonene', 'citronellol', 'terpenes', 'camphor', 'Terpene', 'alpha-pinene']",1,16
75,16480156,"A relatively simple apparatus is described for extracting essential oils from aromatic plant material by atmospheric solvent-free microwave extraction (SFME) without the addition of any solvent or water. Isolation and concentration of volatile compounds were performed by a single stage. The product solutions of volatile compounds were directly analyzed by gas chromatography coupled to mass spectrometry (GC-MS). The essential oils fiom aromatic herbs (basil, crispate mint, thyme) and spices (ajowan, cumin, star anise) extracted by SFME for 30 minutes and I hour, were similar to those obtained by conventional hydro-distillation (HD)for (respectively) 4 and 8 hours. Substantially higher amounts of oxygenated compounds and lower amounts of monoterpenes hydrocarbons are present in the essential oils of the aromatic plants extracted by SFME in comparison with HD. Solvent-free microwave extraction is clearly advantageous to conventional distillation in terms of rapidity, efficiency, cleanliness, substantial saving of energy, and is environmentally friendly.",The Journal of microwave power and electromagnetic energy : a publication of the International Microwave Power Institute,"['D005591', 'D006841', 'D008872', 'D010936', 'D010938', 'D010946', 'D012997', 'D017365']","['Chemical Fractionation', 'Hydrocarbons, Aromatic', 'Microwaves', 'Plant Extracts', 'Plant Oils', 'Plants, Medicinal', 'Solvents', 'Spices']",Solvent-free microwave extraction : an innovative tool for rapid extraction of essential oil from aromatic herbs and spices.,"['Q000379', 'Q000302', None, 'Q000302', 'Q000302', 'Q000737', None, 'Q000032']","['methods', 'isolation & purification', None, 'isolation & purification', 'isolation & purification', 'chemistry', None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/16480156,2006,0,1,Essential oil,basil,0.08163265306122448,"['cumin', 'crispate', 'hydro-distillation', 'monoterpenes hydrocarbons']",1,4
76,16274702,"Essential oils extracted from different plants (Anthemis nobilis L., Artemisia dracunculus L., Cannabis sativa L., Cupressus sempervirens L., Cymbopogon citratus (DC.) Stapf., Curcuma longa L., Foeniculum vulgare L., Hypericum perforatum L., Hyssopus officinalis L., Mentha spicata L., Monarda didyma L., Ocimum basilicum L., Ocotea quixos Kosterm., Origanum vulgare L., Pinus nigra J.F. Arnold, Pinus silvestris L., Piper crassinervium Kunth., Rosmarinus officinalis L., Salvia officinalis L., Salvia sclarea L., Santolina chamaecyparissus L., Thymus vulgaris L., Zingiber officinaie L.) were screened in guinea pig and rat plasma in order to assess antiplatelet activity and inhibition of clot retraction. The oils were chemically analysed and a relationship between components and ability to affect hemostasis was evidenced. O. quixos, F. vulgaris, and A. dracunculus showed the highest antiplatelet activity against ADP, Arachidonic Acid and the Thromboxane A2 agonist U46619 (IC50, 4-132 microg ml(-1)), and a good ability to destabilize clot retraction (IC50, 19-180 microg ml(-1)). For these oils a significant correlation between antiplatelet potency and phenylpropanoids content (54-86%) was evidenced thus suggesting a key role for this moiety in the prevention of clot formation. These findings provide the rationale to take in account the antiplatelet activity in the pharmacological screening of natural products containing phenylpropanoids.",Life sciences,"['D000818', 'D001792', 'D008401', 'D006168', 'D008297', 'D009822', 'D010666', 'D010938', 'D010975', 'D051381', 'D017208']","['Animals', 'Blood Platelets', 'Gas Chromatography-Mass Spectrometry', 'Guinea Pigs', 'Male', 'Oils, Volatile', 'Phenylpropionates', 'Plant Oils', 'Platelet Aggregation Inhibitors', 'Rats', 'Rats, Wistar']",Comparative screening of plant essential oils: phenylpropanoid moiety as basic core for antiplatelet activity.,"[None, 'Q000187', None, None, None, 'Q000737', 'Q000032', 'Q000737', 'Q000494', None, None]","[None, 'drug effects', None, None, None, 'chemistry', 'analysis', 'chemistry', 'pharmacology', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/16274702,2006,0,0,Clot formation prevention,basil,0.13432835820895522,"['Cannabis', 'ADP', 'F. vulgaris', 'Pinus nigra J.F.', 'Thromboxane', 'Arachidonic Acid', 'Ocotea quixos Kosterm', 'U46619', 'Piper crassinervium']",1,9
77,16104824,"The antimicrobial activity of essential oils (EOs) of cinnamon (Cinnamon zeylanicum), clove (Syzygium aromaticum), basil (Ocimum basillicum), rosemary (Rosmarinus officinalis), dill (Anethum graveolens), and ginger (Zingiber officinalis) was evaluated over a range of concentrations in two types of contact tests (solid and vapor diffusion). The EOs were tested against an array of four Gram-positive bacteria (Staphylococcus aureus, Bacillus cereus, Enterococcus faecalis, and Listeria monocytogenes), four Gram-negative bacteria (Escherichia coli, Yersinia enterocolitica, Salmonella choleraesuis, and Pseudomonas aeruginosa), and three fungi (a yeast, Candida albicans, and two molds, Penicillium islandicum and Aspergillus flavus). The rationale for this work was to test the possibility of creating a protective atmosphere by using natural compounds that could extend the shelf life of packaged foodstuffs while minimizing organoleptic alterations. In the solid diffusion tests, cinnamon and clove gave the strongest (and very similar) inhibition, followed by basil and rosemary, with dill and ginger giving the weakest inhibition. The fungi were the most sensitive microorganisms, followed by the Gram-positive bacterial strains. The Gram-negative strain P. aeruginosa was the least inhibited. The composition of the atmosphere generated by the EOs, and their minimum inhibitory concentrations (MICs), were determined using a disk volatilization method, in which no inhibition from rosemary or basil was observed. Cinnamon and clove, once again, gave similar results for every microorganism. As a general rule, MIC (fungi) < MIC (bacteria) with no clear differences between Gram-positive or -negative strains except for P. aeruginosa, which was not inhibited by any of the EOs in the vapor phase. The atmosphere generated from the EOs was analyzed by means of solid-phase microextraction combined with gas chromatography-ion trap mass spectrometry. Differences among the volatiles in the EOs, which may be responsible for the differences in their antimicrobial performances, were found.",Journal of agricultural and food chemistry,"['D028524', 'D000900', 'D001231', 'D002176', 'D055598', 'D002627', 'D002935', 'D005516', 'D005659', 'D020939', 'D006090', 'D006094', 'D018649', 'D009822', 'D010407', 'D027542', 'D027842']","['Anethum graveolens', 'Anti-Bacterial Agents', 'Aspergillus flavus', 'Candida albicans', 'Chemical Phenomena', 'Chemistry, Physical', 'Cinnamomum zeylanicum', 'Food Microbiology', 'Fungicides, Industrial', 'Ginger', 'Gram-Negative Bacteria', 'Gram-Positive Bacteria', 'Ocimum basilicum', 'Oils, Volatile', 'Penicillium', 'Rosmarinus', 'Syzygium']",Solid- and vapor-phase antimicrobial activities of six essential oils: susceptibility of selected foodborne bacterial and fungal strains.,"['Q000737', 'Q000737', 'Q000187', 'Q000187', None, None, 'Q000737', None, 'Q000737', 'Q000737', 'Q000187', 'Q000187', 'Q000737', 'Q000737', 'Q000187', 'Q000737', 'Q000737']","['chemistry', 'chemistry', 'drug effects', 'drug effects', None, None, 'chemistry', None, 'chemistry', 'chemistry', 'drug effects', 'drug effects', 'chemistry', 'chemistry', 'drug effects', 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/16104824,2005,0,0,Antimicrobial activity,basil,0.10309278350515463,"['ginger (Zingiber officinalis', 'Cinnamon zeylanicum', 'rosemary (Rosmarinus officinalis), dill (Anethum graveolens)', 'clove', 'Cinnamon', 'rosemary or basil', 'cinnamon']",1,10
78,15975566,"The structures of xyloglucans from several plants in the subclass Asteridae were examined to determine how their structures vary in different taxonomic orders. Xyloglucans, solubilized from plant cell walls by a sequential (enzymatic and chemical) extraction procedure, were isolated, and their structures were characterized by NMR spectroscopy and mass spectrometry. All campanulids examined, including Lactuca sativa (lettuce, order Asterales), Tenacetum ptarmiciflorum (dusty miller, order Asterales), and Daucus carota (carrot, order Apiales), produce typical xyloglucans that have an XXXG-type branching pattern and contain alpha-d-Xylp-, beta-D-Galp-(1-->2)-alpha-D-Xylp-, and alpha-L-Fucp-(1-->2)-beta-D-Galp-(1-->2)-alpha-D-Xylp- side chains. However, the lamiids produce atypical xyloglucans. For example, previous analyses showed that Capsicum annum (pepper) and Lycopersicon esculentum (tomato), two species in the order Solanales, and Olea europaea (olive, order Lamiales) produce xyloglucans that contain arabinosyl and galactosyl residues, but lack fucosyl residues. The XXGG-type xyloglucans produced by Solanaceous species are less branched than the XXXG-type xyloglucan produced by Olea europaea. This study shows that Ipomoea pupurea (morning glory, order Solanales), Ocimum basilicum (basil, order Lamiales), and Plantago major (plantain, order Lamiales) all produce xyloglucans that lack fucosyl residues and have an unusual XXGGG-type branching pattern in which the basic repeating core contains five glucose subunits in the backbone. Furthermore, Neruim oleander (order Gentianales) produces an XXXG-type xyloglucan that contains arabinosyl, galactosyl, and fucosyl residues. The appearance of this intermediate xyloglucan structure in oleander has implications regarding the evolutionary development of xyloglucan structure and its role in primary plant cell walls.",Carbohydrate research,"['D000438', 'D019659', 'D002212', 'D002236', 'D002473', 'D002851', 'D018552', 'D005936', 'D007477', 'D018545', 'D018551', 'D009682', 'D013058', 'D009844', 'D010802', 'D013045', 'D019032', 'D014990']","['Alcohols', 'Asteraceae', 'Capsicum', 'Carbohydrate Conformation', 'Cell Wall', 'Chromatography, High Pressure Liquid', 'Daucus carota', 'Glucans', 'Ions', 'Lettuce', 'Lycopersicon esculentum', 'Magnetic Resonance Spectroscopy', 'Mass Spectrometry', 'Oligosaccharides', 'Phylogeny', 'Species Specificity', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization', 'Xylans']",Structural analysis of xyloglucans in the primary cell walls of plants in the subclass Asteridae.,"['Q000737', 'Q000378', None, None, 'Q000378', None, None, 'Q000737', None, None, None, None, None, 'Q000737', None, None, None, 'Q000737']","['chemistry', 'metabolism', None, None, 'metabolism', None, None, 'chemistry', None, None, None, None, None, 'chemistry', None, None, None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/15975566,2005,0,1,Xyloglucans,basil,0.09195402298850575,"['Asteridae', 'Ocimum basilicum (basil, order Lamiales', 'xyloglucan structure', 'xyloglucan', 'glucose', 'arabinosyl', 'Asterales']",1,8
79,15161220,"Wild Amazonian basil Ocimum micranthum Willd. (O. campechianum Mill.) Labiatae essential oil was analyzed by GC and GC-MS: 31 compounds were identified. The main components were eugenol (46.55 +/- 5.11%), beta-caryophyllene (11.94 +/- 1.31%), and beta-elemene (9.06 +/- 0.99%), while a small amount of linalool (1.49 +/- 0.16%) was detected. The oil was tested for its in vitro food-related biological activities and compared with common basil Ocimum basilicum and Thymus vulgaris commercial essential oils. Radical scavenging activity was evaluated employing 1,1-diphenyl-2-picrylhydrazyl (DPPH) assay. The oil exerted a good capacity to act as a nonspecific donor of hydrogen atoms or electrons when checked in the diphenylpicrylhydrazyl assay, quenching 76,61 +/- 0.33% of the radical, with values higher than those reported by reference oils. In the beta-carotene bleaching test, the oil provided an antioxidant efficacy comparable with that of O. basilicum and T. vulgaris essential oils. These data were confirmed by photochemiluminescence, where the oil showed a remarkable antioxidant capacity (2.39 +/- 0.1), comparable to that of Trolox and vitamin E, and higher than the other essential oils. Antibacterial activity of O. micranthum essential oil was evaluated against Gram positive and Gram negative bacterial strains. The oil showed a dose-dependent antifungal activity against pathogenic and food spoiling yeasts.",Journal of agricultural and food chemistry,"['D000900', 'D000975', 'D001419', 'D002849', 'D008401', 'D031339', 'D009822']","['Anti-Bacterial Agents', 'Antioxidants', 'Bacteria', 'Chromatography, Gas', 'Gas Chromatography-Mass Spectrometry', 'Ocimum', 'Oils, Volatile']","Composition and functional properties of the essential oil of amazonian basil, Ocimum micranthum Willd., Labiatae in comparison with commercial essential oils.","['Q000032', 'Q000032', 'Q000187', None, None, 'Q000737', 'Q000737']","['analysis', 'analysis', 'drug effects', None, None, 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/15161220,2004,0,1,Essential oil,basil,0.125,"['beta-carotene', 'hydrogen', 'Trolox', 'eugenol', 'beta-elemene', 'basil Ocimum basilicum and Thymus vulgaris', 'vitamin E', 'linalool']",1,8
