PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,is_useful,source,measmethod
20394371.0,"Human milk contains large amounts of complex oligosaccharides that putatively modulate the intestinal microbiota of breast-fed infants by acting as decoy binding sites for pathogens and as prebiotics for enrichment of beneficial bacteria. Several bifidobacterial species have been shown to grow well on human milk oligosaccharides. However, few data exist on other bacterial species. This work examined 16 bacterial strains belonging to 10 different genera for growth on human milk oligosaccharides. For this propose, a chemically defined medium, ZMB1, was used, which allows vigorous growth of a number of gut-related microorganisms in a fashion similar to complex media. Interestingly, Bifidobacterium longum subsp. infantis, Bacteroides fragilis , and Bacteroides vulgatus strains were able to metabolize milk oligosaccharides with high efficiency, whereas Enterococcus , Streptococcus , Veillonella , Eubacterium , Clostridium , and Escherichia coli strains grew less well or not at all. Mass spectrometry-based glycoprofiling of the oligosaccharide consumption behavior revealed a specific preference for fucosylated oligosaccharides by Bi. longum subsp. infantis and Ba. vulgatus. This work expands the current knowledge of human milk oligosaccharide consumption by gut microbes, revealing bacteroides as avid consumers of this substrate. These results provide insight on how human milk oligosaccharides shape the infant intestinal microbiota.",Journal of agricultural and food chemistry,"['D001419', 'D006801', 'D007422', 'D008895', 'D009844', 'D019032', 'D017550']","['Bacteria', 'Humans', 'Intestines', 'Milk, Human', 'Oligosaccharides', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization', 'Spectroscopy, Fourier Transform Infrared']",Consumption of human milk oligosaccharides by gut-related microbes.,"['Q000145', None, 'Q000382', 'Q000378', 'Q000378', None, None]","['classification', None, 'microbiology', 'metabolism', 'metabolism', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/20394371,2010,0.0,Marcobal_10,[]
21921811.0,The objectives of the present study were to enumerate and characterize the pathogenic potential of the Bacillus population that may survive holder pasteurisation of human milk and to evaluate the nutritional damage of this treatment using the furosine and lactulose indexes.,Journal of pediatric gastroenterology and nutrition,"['D001409', 'D058491', 'D001427', 'D002849', 'D002851', 'D005516', 'D005947', 'D006801', 'D007294', 'D007785', 'D007792', 'D008239', 'D017784', 'D008895', 'D009753', 'D061352']","['Bacillus cereus', 'Bacterial Load', 'Bacterial Toxins', 'Chromatography, Gas', 'Chromatography, High Pressure Liquid', 'Food Microbiology', 'Glucose', 'Humans', 'Inositol', 'Lactose', 'Lactulose', 'Lysine', 'Milk Banks', 'Milk, Human', 'Nutritive Value', 'Pasteurization']",Heating-induced bacteriological and biochemical modifications in human donor milk after holder pasteurisation.,"['Q000235', None, 'Q000235', None, None, None, 'Q000032', None, 'Q000032', 'Q000032', 'Q000032', 'Q000031', None, 'Q000737', None, None]","['genetics', None, 'genetics', None, None, None, 'analysis', None, 'analysis', 'analysis', 'analysis', 'analogs & derivatives', None, 'chemistry', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/21921811,2012,1.0,DeSegura_12,['GC']
15681631.0,"Breast milk is an important factor in the initiation, development, and composition of the neonatal gut microbiota. In a previous study, the authors isolated lactic acid bacteria from milk of healthy mothers. Since some of the identified isolates belonged to the genus Lactobacillus, the objective of this work was to evaluate the probiotic potential of 2 Lactobacillus gasseri and 1 Lactobacillus fermentum strains. Different assays, including survival to conditions simulating those existing in the gastrointestinal tract, production of antimicrobial compounds, adherence to intestinal cells, production of biogenic amines, degradation of mucin, enzymatic profile, and pattern of antibiotic resistance, were performed. Globally, the results showed that the probiotic potential of lactobacilli isolated from milk of healthy mothers is, at least, similar to that of the strains commonly used in commercial probiotic products. This fact, together with the presence of prebiotic substances, indicates that breast milk is a natural synbiotic food.",Journal of human lactation : official journal of International Lactation Consultant Association,"['D000328', 'D001422', 'D005260', 'D041981', 'D006801', 'D066298', 'D007778', 'D008895', 'D019936']","['Adult', 'Bacterial Adhesion', 'Female', 'Gastrointestinal Tract', 'Humans', 'In Vitro Techniques', 'Lactobacillus', 'Milk, Human', 'Probiotics']",Probiotic potential of 3 Lactobacilli strains isolated from breast milk.,"[None, None, None, 'Q000254', None, None, 'Q000254', 'Q000382', None]","[None, None, None, 'growth & development', None, None, 'growth & development', 'microbiology', None]",https://www.ncbi.nlm.nih.gov/pubmed/15681631,2005,0.0,Martin_05,[]
3954320.0,"The changes in the absolute and relative contents of alpha- and kappa-caseins, lactoferrin, alpha-lactalbumin, serum albumin and lysozyme in human milk have been studied through the period of lactation. Protein fractions of 209 samples were analyzed by a discontinuous polyacrylamide gel electrophoresis method. beta- and kappa-caseins decreased from colostrum to mature milk although their relative percentages remained constant. They accounted for 12-15 and 9-13% of the total protein in human milk, respectively. Lactoferrin decreased in absolute and relative amounts with advancing lactation. This protein represented 32-19% of the human milk proteins. alpha-Lactalbumin slightly decreased from colostrum to transitional milk but there was an increase in mature milk by 16-30 days. The percentages of this protein in colostrum and mature milk were approximately 23 and 30%, respectively. Serum albumin also decreased with advancing lactation, but the differences between transitional and mature milk were not statistically significant. Lysozyme increased from colostrum to mature milk both in relative and absolute amounts. Colostrum contained about 262 micrograms/ml, and mature milk 1,246 micrograms/ml, representing 1.5 and 12.1% of total milk proteins.",Annals of nutrition & metabolism,"['D000818', 'D002364', 'D002417', 'D003126', 'D004591', 'D005260', 'D005916', 'D006801', 'D007136', 'D007768', 'D007774', 'D007781', 'D008892', 'D008894', 'D008895', 'D009113', 'D011247', 'D012709']","['Animals', 'Caseins', 'Cattle', 'Colostrum', 'Electrophoresis, Polyacrylamide Gel', 'Female', 'Globulins', 'Humans', 'Immunoglobulins', 'Lactalbumin', 'Lactation', 'Lactoferrin', 'Milk', 'Milk Proteins', 'Milk, Human', 'Muramidase', 'Pregnancy', 'Serum Albumin']",Changes in the protein fractions of human milk during lactation.,"[None, 'Q000378', None, 'Q000378', None, None, 'Q000378', None, 'Q000378', 'Q000378', None, 'Q000378', 'Q000378', 'Q000378', 'Q000378', 'Q000378', None, 'Q000378']","[None, 'metabolism', None, 'metabolism', None, None, 'metabolism', None, 'metabolism', 'metabolism', None, 'metabolism', 'metabolism', 'metabolism', 'metabolism', 'metabolism', None, 'metabolism']",https://www.ncbi.nlm.nih.gov/pubmed/3954320,1986,1.0,Sanchez-Pozo_86,"['MilkoScan', 'KM']"
9925131.0,Plasma threonine concentrations are elevated in infants fed formula containing a whey-to-casein protein ratio of 60:40 compared with concentrations in infants fed formula containing a ratio of 20:80 or human milk (60:40).,The American journal of clinical nutrition,"['D000284', 'D000596', 'D001682', 'D001724', 'D002364', 'D005865', 'D006801', 'D007225', 'D007231', 'D007234', 'D008894', 'D008895', 'D010084', 'D013912', 'D000067816']","['Administration, Oral', 'Amino Acids', 'Biological Availability', 'Birth Weight', 'Caseins', 'Gestational Age', 'Humans', 'Infant Food', 'Infant, Newborn', 'Infant, Premature', 'Milk Proteins', 'Milk, Human', 'Oxidation-Reduction', 'Threonine', 'Whey Proteins']",Threonine kinetics in preterm infants fed their mothers' milk or formula with various ratios of whey to casein.,"[None, 'Q000008', None, None, 'Q000008', None, None, None, None, 'Q000378', 'Q000008', 'Q000737', None, 'Q000008', None]","[None, 'administration & dosage', None, None, 'administration & dosage', None, None, None, None, 'metabolism', 'administration & dosage', 'chemistry', None, 'administration & dosage', None]",https://www.ncbi.nlm.nih.gov/pubmed/9925131,1999,1.0,Darling_99,"['GC', 'AA_Analyzer', 'KM', 'MS']"
28251339.0,This study aimed to determine the lutein content of breast milk and its association with maternal lutein intake among lactating mothers in South Korea.,European journal of nutrition,"['D000328', 'D015992', 'D001942', 'D004032', 'D002149', 'D005260', 'D006801', 'D007774', 'D014975', 'D039382', 'D008895', 'D056910']","['Adult', 'Body Mass Index', 'Breast Feeding', 'Diet', 'Energy Intake', 'Female', 'Humans', 'Lactation', 'Lutein', 'Maternal Nutritional Physiological Phenomena', 'Milk, Human', 'Republic of Korea']",Association between lutein intake and lutein concentrations in human milk samples from lactating mothers in South Korea.,"[None, None, None, None, None, None, None, 'Q000378', 'Q000008', None, 'Q000737', None]","[None, None, None, None, None, None, None, 'metabolism', 'administration & dosage', None, 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/28251339,2018,0.0,Kim_17,['LCUS']
31438647.0,"Human milk fat plays an essential role as the source of energy and cell function regulator; therefore, the preservation of unique human milk donors' lipid composition is of fundamental importance. To compare the effects of high pressure processing (HPP) and holder pasteurization on lipidome, human milk was processed at 62.5 °C for 30 min and at five variants of HPP from 450 MPa to 600 MPa, respectively. Lipase activity was estimated with QuantiChrom™ assay. Fatty acid composition was determined with the gas chromatographic technique, and free fatty acids content by titration with 0.1 M KOH. The positional distribution of fatty acid in triacylglycerols was performed. The oxidative induction time was obtained from the pressure differential scanning calorimetry. Carotenoids in human milk were measured by liquid chromatography. Bile salt stimulated lipase was completely eliminated by holder pasteurization, decreased at 600 MPa, and remained intact at 200 + 400 MPa; 450 MPa. The fatty acid composition and structure of human milk fat triacylglycerols were unchanged. The lipids of human milk after holder pasteurization had the lowest content of free fatty acids and the shortest induction time compared with samples after HPP. HPP slightly changed the β-carotene and lycopene levels, whereas the lutein level was decreased by 40.0% up to 60.2%, compared with 15.8% after the holder pasteurization.",Nutrients,"['D000975', 'D002338', 'D005227', 'D006801', 'D008049', 'D008055', 'D008895', 'D010084', 'D061352']","['Antioxidants', 'Carotenoids', 'Fatty Acids', 'Humans', 'Lipase', 'Lipids', 'Milk, Human', 'Oxidation-Reduction', 'Pasteurization']","Lipid Profile, Lipase Bioactivity, and Lipophilic Antioxidant Content in High Pressure Processed Donor Human Milk.","['Q000032', 'Q000737', 'Q000737', None, 'Q000737', 'Q000737', 'Q000737', None, 'Q000379']","['analysis', 'chemistry', 'chemistry', None, 'chemistry', 'chemistry', 'chemistry', None, 'methods']",https://www.ncbi.nlm.nih.gov/pubmed/31438647,2020,1.0,Wesolowska_19,"['GC', 'HPLC']"
9363415.0,"The composition of human milk varies over the course of lactation and in each individual. The volume of breast milk produced is related to the weight of the infant. Human milk is markedly different from cows' milk, both in terms of macronutrients and micronutrients. This includes the types of fatty acids present and factors affecting their absorption. The types of proteins present and their relative proportions and both qualitative and quantitative differences in the non-protein nitrogen fraction. There is much less lactose in cows' milk than breast milk and the oligosaccharide fraction is very different. Their are major differences in content and absorption rates of vitamins and minerals from breast milk compared to cows' milk or formula milk. Vitamin D and vitamin K status are possible problems for the breast-fed infant in certain circumstances. The nutritional status of the mother appears to influence fat concentration and thus the energy content of breast milk as well as its fatty acid composition and immunological properties. There is no coherent evidence, however, that the protein or lactose concentrations are greatly affected. There is some evidence that the concentration of vitamins in the breast milk are influenced by the mother's intake. Minerals are less variable, with the exception of selenium. The response of the infant to human and formula milk differs with respect to endocrine function, stool motility, immune function and renal function. Infant formula milks are designed to mimic human milk as much as possible, but this is unlikely to ever be completely successful. A number of important compositional differences between human milk and formula milk remain. This includes the types and proportions of fatty acids present (which may be of developmental importance), the nature of the non-protein nitrogen component (also possible developmental importance) and the presence of immunoglobulins and fibronectin (which may protect the infant against infection).",Early human development,"['D004032', 'D005260', 'D006801', 'D007225', 'D007231', 'D008429', 'D018977', 'D008895', 'D009752']","['Diet', 'Female', 'Humans', 'Infant Food', 'Infant, Newborn', 'Maternal Welfare', 'Micronutrients', 'Milk, Human', 'Nutritional Status']",Properties of human milk and their relationship with maternal nutrition.,"[None, None, None, None, None, None, None, 'Q000737', None]","[None, None, None, None, None, None, None, 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/9363415,1997,0.0,Emmett_97,[]
30717735.0,"Milk and dairy products are integral part of human nutrition and they are considered as the carriers of higher biological value proteins, calcium, essential fatty acids, amino acids, fat, water soluble vitamins and several bioactive compounds that are highly significant for several biochemical and physiological functions. In recent years, foods containing natural antioxidants are becoming popular all over the world as antioxidants can neutralize and scavenge the free radicals and their harmful effects, which are continuously produced in the biological body. Uncontrolled free radicals activity can lead to oxidative stresses, which have been implicated in breakdown of vital biochemical compounds such as lipids, protein, DNA which may lead to diabetes, accelerated ageing, carcinogenesis and cardiovascular diseases. Antioxidant capacity of milk and milk products is mainly due to sulfur containing amino acids, such as cysteine, phosphate, vitamins A, E, carotenoids, zinc, selenium, enzyme systems, superoxide dismutase, catalase, glutathione peroxidase, milk oligosaccharides and peptides that are produced during fermentation and cheese ripening. Antioxidant activity of milk and dairy products can be enhanced by phytochemicals supplementation while fermented dairy products have been reported contained higher antioxidant capacity as compared to the non-fermented dairy products. Literature review has shown that milk and dairy products have antioxidant capacity, however, information regarding the antioxidant capacity of milk and dairy products has not been previously compiled. This review briefly describes the nutritional and antioxidant capacity of milk and dairy products.",Lipids in health and disease,"['D000596', 'D000818', 'D000975', 'D002020', 'D002364', 'D002417', 'D003611', 'D006041', 'D006801', 'D008892', 'D009753', 'D012756', 'D000067816']","['Amino Acids', 'Animals', 'Antioxidants', 'Buffaloes', 'Caseins', 'Cattle', 'Dairy Products', 'Goats', 'Humans', 'Milk', 'Nutritive Value', 'Sheep', 'Whey Proteins']",Antioxidant properties of Milk and dairy products: a comprehensive review of the current knowledge.,"['Q000032', None, 'Q000378', None, 'Q000378', None, None, None, None, 'Q000737', None, None, 'Q000378']","['analysis', None, 'metabolism', None, 'metabolism', None, None, None, None, 'chemistry', None, None, 'metabolism']",https://www.ncbi.nlm.nih.gov/pubmed/30717735,2019,0.0,Khan_19,[]
30513944.0,"Human milk (HM) is the first dietary exposure in infancy and the best nutritional option for growth and healthy development of the newborn and infant. The concentrations of macronutrients, namely proteins, carbohydrates and lipids, change during lactation stages. HM has been studied extensively in the first 6 months of lactation, but there are limited data regarding milk composition beyond 1 or 2 years postpartum. The aim of our study was to describe longitudinal changes in HM macronutrient concentrations during the prolonged lactation of healthy mothers from the 1st to the 48th month. For the macronutrient content of milk of mothers breastfeeding for longer than 18 months, fat and protein increased and carbohydrates decreased significantly, compared with milk expressed by women breastfeeding up to 12 months. Moreover, the concentration of fat, protein and carbohydrates in HM over 2 years of lactation from the 24th to the 48th month remained at a stable level. However, analyzed macronutrients were positively (carbohydrate, ",Nutrients,"['D000328', 'D001942', 'D002241', 'D002149', 'D005260', 'D006801', 'D007223', 'D007774', 'D008895', 'D009035', 'D000078622', 'D011506', 'D013997']","['Adult', 'Breast Feeding', 'Carbohydrates', 'Energy Intake', 'Female', 'Humans', 'Infant', 'Lactation', 'Milk, Human', 'Mothers', 'Nutrients', 'Proteins', 'Time Factors']",Breast Milk Macronutrient Components in Prolonged Lactation.,"[None, None, 'Q000737', None, None, None, None, 'Q000502', 'Q000737', None, 'Q000737', 'Q000737', None]","[None, None, 'chemistry', None, None, None, None, 'physiology', 'chemistry', None, 'chemistry', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/30513944,2019,1.0,Czosnykowska_18,['MIS']
17002410.0,"Oligosaccharides in human milk represent a group of bioactive molecules that have evolved to be an abundant and diverse component of human milk, even though they have no direct nutritive value to the infant. A recent hypothesis proposes that they could be substrates for the development of the intestinal microflora and the mucosal immune system. The inability to determine the exact composition of these oligosaccharides limits research and the ability to understand their biological functions. Oligosaccharides isolated from the lipids and proteins of individual human milk samples were analyzed by a combination of techniques including microchip liquid chromatography mass spectrometry (HPLC-Chip/MS) and matrix-assisted laser desorption/ionization Fourier transform ion cyclotron resonance mass spectrometry (MALDI-FT ICR MS). Accurate mass measurements obtained using an orthogonal time-of-flight (o-TOF) mass spectrometry provided oligosaccharide composition for approximately 200 individual molecular species. Comparison of HPLC-Chip/MS profiles from five different women revealed variations in milk oligosaccharide compositions. HPLC-Chip/MS profiling provides a method for routinely identifying milk oligosaccharides. Tandem MS in combination with exoglycosidase digestion provides unambiguous differentiation of structural isomers.",Journal of agricultural and food chemistry,"['D002851', 'D005260', 'D006801', 'D008055', 'D013058', 'D046208', 'D008894', 'D008895', 'D015394', 'D009844', 'D019032']","['Chromatography, High Pressure Liquid', 'Female', 'Humans', 'Lipids', 'Mass Spectrometry', 'Microchip Analytical Procedures', 'Milk Proteins', 'Milk, Human', 'Molecular Structure', 'Oligosaccharides', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization']",A strategy for annotating the human milk glycome.,"[None, None, None, 'Q000737', None, None, 'Q000737', 'Q000737', None, 'Q000032', None]","[None, None, None, 'chemistry', None, None, 'chemistry', 'chemistry', None, 'analysis', None]",https://www.ncbi.nlm.nih.gov/pubmed/17002410,2006,0.0,Ninonuevo_06,[]
31709968.0,"Breast-feeding is the ideal nutrition for a newborn's integral necessities. It seems crucial therefore to know its composition in order to provide suitable infant formula when required. Of these, polyamines (with lactation and the microbiota being its intestinal source) are involved in the development of gut epithelium and immunity. Safety concerns limit human intervention studies. Therefore, we studied the amounts of polyamines supplied by breast milk (varying among mothers) or infant formula feeding, up to day 30 postpartum, in the faeces of newborns. Independent samples (68) of breast milk from fifty-nine healthy Caucasian woman (day 0, 1, 3, 5, 7, 15 and 30 postpartum) who had natural deliveries after week 38, same-day faeces of newborns when available (eighty-one from breast milk and fifty-five from infant formula fed) and six infant formulas were collected and the polyamine content was determined by HPLC. In breast milk, polyamines and isoamylamine (a primary amine), with inter-individual variations, increased over time (with a higher content of spermidine; no other amines were present). Overall, they were much higher than in infant formula. By the 2nd week after birth, polyamines, cadaverine and tyramine, but not isoamylamine, were higher in the faeces of those fed infant formula compared with those fed breast milk. Cadaverine and tyramine could be used to predict the feeding type used for newborns. The differences in the content may be related to distinct colonisation of amine-producing bacteria, which can be established by polyamines. Further studies are required to determine the clinical utility of these findings.",The British journal of nutrition,"['D000328', 'D000588', 'D002853', 'D005243', 'D005260', 'D006801', 'D041943', 'D007231', 'D008895']","['Adult', 'Amines', 'Chromatography, Liquid', 'Feces', 'Female', 'Humans', 'Infant Formula', 'Infant, Newborn', 'Milk, Human']",Amine variations in faecal content in the first weeks of life of newborns in relation to breast-feeding or infant formulas.,"[None, 'Q000737', None, 'Q000737', None, None, 'Q000737', None, 'Q000737']","[None, 'chemistry', None, 'chemistry', None, None, 'chemistry', None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/31709968,2020,0.0,Suarez_19,[]
30682200.0,The composition of human milk varies widely and impacts the ability to meet nutrient requirements for preterm infants. The purpose of this study is to use a large dataset of milk composition from donors to a milk bank to: (1) describe the macronutrient variability in human milk and how it contributes to the ability to meet the protein and calorie targets for the preterm infant using fortification with commercially available multi-nutrient fortifiers; (2) assess how temporal versus subject effects explain macronutrient variability; (3) determine how macronutrient variability contributes to the nutrient distribution in pooled donor milk.,PloS one,"['D002149', 'D005260', 'D005527', 'D006801', 'D007223', 'D007227', 'D007231', 'D007234', 'D017784', 'D008895', 'D009751', 'D012189']","['Energy Intake', 'Female', 'Food, Fortified', 'Humans', 'Infant', 'Infant Nutritional Physiological Phenomena', 'Infant, Newborn', 'Infant, Premature', 'Milk Banks', 'Milk, Human', 'Nutritional Requirements', 'Retrospective Studies']",Macronutrient variability in human milk from donors to a milk bank: Implications for feeding preterm infants.,"[None, None, 'Q000032', None, None, None, None, None, None, 'Q000737', None, None]","[None, None, 'analysis', None, None, None, None, None, None, 'chemistry', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/30682200,2019,1.0,John_19,['FTIR']
17177685.0,Conflicting evidence exists concerning the protective role of breastfeeding in allergy and atopic disease aetiology. Breast milk contains biologically active molecules influencing the innate immune system of newborns.,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology,"['D000704', 'D016207', 'D003876', 'D004797', 'D005260', 'D006801', 'D007073', 'D007159', 'D007223', 'D016753', 'D018664', 'D018950', 'D008895', 'D009035', 'D009426', 'D011446', 'D016212']","['Analysis of Variance', 'Cytokines', 'Dermatitis, Atopic', 'Enzyme-Linked Immunosorbent Assay', 'Female', 'Humans', 'Immunoglobulin E', 'Immunologic Tests', 'Infant', 'Interleukin-10', 'Interleukin-12', 'Lipopolysaccharide Receptors', 'Milk, Human', 'Mothers', 'Netherlands', 'Prospective Studies', 'Transforming Growth Factor beta']",Cytokines and soluble CD14 in breast milk in relation with atopic manifestations in mother and infant (KOALA Study).,"[None, 'Q000032', 'Q000276', 'Q000379', None, None, 'Q000097', None, None, 'Q000276', 'Q000276', 'Q000032', 'Q000737', None, None, None, 'Q000276']","[None, 'analysis', 'immunology', 'methods', None, None, 'blood', None, None, 'immunology', 'immunology', 'analysis', 'chemistry', None, None, None, 'immunology']",https://www.ncbi.nlm.nih.gov/pubmed/17177685,2007,1.0,Snijders_06,['ELISA']
17957152.0,"This study evaluated the longitudinal effect of fish oil in pregnancy on breast milk fatty acid composition and infant outcomes. In a randomized, controlled trial, 98 women received 2.2 g docosahexaenoic acid (DHA) and 1.1 g eicosapentaenoic acid (EPA) or olive oil from 20 wk of gestation until delivery. Fatty acid composition in breast milk (at 3 d, 6 wk, and 6 mo) and infant erythrocyte membranes (at 1 y) were determined by gas liquid chromatography. Breast milk fatty acids were examined in relationship to growth and development. Compared with control group, breast milk from women who received fish oil had proportionally higher DHA and EPA levels at 3 d and 6 wk after delivery, but this difference was no longer apparent by 6 mo. Infant DHA status at 1 y of age was directly related to DHA levels at 3 d, 6 wk, and 6 mo postpartum (but not to antenatal supplementation). Both EPA and DHA in breast milk were positively correlated with Griffith's developmental scores including hand and eye coordination. Thus, supplementation in pregnancy was associated with increased n-3 long-chain polyunsaturated fatty acids (LCPUFAs) in breast milk, particularly in early lactation, and this was positively associated with infant DHA status at 1 y.",Pediatric research,"['D000328', 'D001827', 'D001835', 'D001942', 'D002508', 'D019587', 'D004281', 'D004311', 'D015118', 'D004910', 'D005260', 'D005865', 'D006257', 'D006801', 'D007223', 'D007227', 'D007774', 'D008137', 'D008895', 'D000069463', 'D010938', 'D011247', 'D039401', 'D011597', 'D013997', 'D014705']","['Adult', 'Body Height', 'Body Weight', 'Breast Feeding', 'Cephalometry', 'Dietary Supplements', 'Docosahexaenoic Acids', 'Double-Blind Method', 'Eicosapentaenoic Acid', 'Erythrocyte Membrane', 'Female', 'Gestational Age', 'Head', 'Humans', 'Infant', 'Infant Nutritional Physiological Phenomena', 'Lactation', 'Longitudinal Studies', 'Milk, Human', 'Olive Oil', 'Plant Oils', 'Pregnancy', 'Prenatal Nutritional Physiological Phenomena', 'Psychomotor Performance', 'Time Factors', 'Verbal Behavior']",The effects of fish oil supplementation in pregnancy on breast milk fatty acid composition over the course of lactation: a randomized controlled trial.,"[None, 'Q000187', 'Q000187', None, None, None, 'Q000378', None, 'Q000378', 'Q000187', None, None, 'Q000254', None, None, None, 'Q000187', None, 'Q000187', None, 'Q000494', None, None, 'Q000187', None, 'Q000187']","[None, 'drug effects', 'drug effects', None, None, None, 'metabolism', None, 'metabolism', 'drug effects', None, None, 'growth & development', None, None, None, 'drug effects', None, 'drug effects', None, 'pharmacology', None, None, 'drug effects', None, 'drug effects']",https://www.ncbi.nlm.nih.gov/pubmed/17957152,2007,1.0,Dunstan_07,['HPLC']
9164160.0,"Thirty-four carotenoids, including 13 geometrical isomers and eight metabolites, in breast milk and serum of three lactating mothers have been separated, identified, quantified, and compared by high-performance liquid chromatography (HPLC)-photodiode array (PDA) detection-mass spectrometry (MS). Among the metabolites were two oxidation products of lycopene and four of lutein/ zeaxanthin. In addition, two metabolites of lutein, formed as a result of dehydration of this dihydroxycarotenoid under acidic conditions similar to those of the stomach, have also been identified in plasma and breast milk. The oxidative metabolites of lycopene with a novel five-membered-ring end group have been identified as epimeric 2,6-cyclolycopene-1,5-diols by comparison of their HPLC-UV/visible-MS profiles with those of fully characterized (1H- and 13C-NMR spectroscopy) synthetic compounds. The HPLC procedures employed also detected vitamin A, two forms of vitamin E (gamma- and alpha-tocopherol), and two non-carotenoid food components, i.e., piperine and caffeine, in serum and breast milk.",Analytical chemistry,"['D000328', 'D002338', 'D005260', 'D006801', 'D007774', 'D008895']","['Adult', 'Carotenoids', 'Female', 'Humans', 'Lactation', 'Milk, Human']","Identification, quantification, and relative concentrations of carotenoids and their metabolites in human milk and serum.","[None, 'Q000032', None, None, None, 'Q000737']","[None, 'analysis', None, None, None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/9164160,1997,1.0,Khachik_97,['HPLC']
19103335.0,"Banked donor milk may be a reasonable substitute for mother's milk for human infants. No data on the macronutrient composition of banked donor milk have been reported. This study determined the composition of donated milk from a large number of banked donor milk samples and compared it to the reported values for macronutrients in mature breast milk. During a 9-month sampling period (May 2006 through February 2007) from a nationwide milk bank network, 415 sequential samples from 273 unique donors were analyzed for fat, protein, and lactose content, as well as energy density. Descriptive statistics were computed, including mean, standard deviation, coefficient of variation, median, and range. Percentiles were determined from the empirical distribution of the data. A ninety-five percent confidence interval was computed using standard, large sample (Gaussian) methods. Banked donor milk mean values (in weight/volume) were found to be 1.16%+/-0.25% for protein, 3.22%+/-1.00% for fat, 7.80%+/-0.88% for lactose, and mean total energy was 65+/-11 kcal/dL. Banked donor milk macronutrient content was found to differ from the values reported in the literature for mature human milk. Unformulated banked donor milk alone, similar to mother's milk alone, does not have sufficient macronutrient content or energy density to sustain a very-low-birth-weight preterm infant. Fortification could make up for these shortcomings, perhaps making formulated banked donor milk a better choice for preterm infants than bovine-based formulas when mother's milk is unavailable.",Journal of the American Dietetic Association,"['D004041', 'D004044', 'D002149', 'D005260', 'D005527', 'D006801', 'D007223', 'D007227', 'D007231', 'D007234', 'D019102', 'D007785', 'D008297', 'D017784', 'D008895', 'D009751', 'D015430']","['Dietary Fats', 'Dietary Proteins', 'Energy Intake', 'Female', 'Food, Fortified', 'Humans', 'Infant', 'Infant Nutritional Physiological Phenomena', 'Infant, Newborn', 'Infant, Premature', 'Infant, Very Low Birth Weight', 'Lactose', 'Male', 'Milk Banks', 'Milk, Human', 'Nutritional Requirements', 'Weight Gain']",Macronutrient analysis of a nationwide sample of donor breast milk.,"['Q000032', 'Q000032', None, None, None, None, None, 'Q000502', None, None, None, 'Q000032', None, None, 'Q000737', None, 'Q000502']","['analysis', 'analysis', None, None, None, None, None, 'physiology', None, None, None, 'analysis', None, None, 'chemistry', None, 'physiology']",https://www.ncbi.nlm.nih.gov/pubmed/19103335,2009,1.0,Wojcik_09,['MIS']
