PMID,abstract,paper,mesh_terms,qual_terms,is_useful,food,chem_ent_ratio,chemicals,bigram_score,chem_term_count
18320173,"A method for the accurate determination of ultratrace selenium species of relevance to cancer research, such as gamma-glutamyl-Se-methylselenocysteine (gamma-glutamyl-SeMC), using species-specific double isotope dilution analysis (IDA) with HPLC-ICP-MS is reported for the first time. The (77)Se-enriched gamma-glutamyl-SeMC spike was produced in-house by collecting the fraction at the retention time of the gamma-glutamyl-SeMC peak from a chromatographed aqueous extract of (77)Se-enriched yeast, pooling the collected fractions and freeze-drying the homogenate. The Se content of this spike was characterised using reverse isotope dilution mass spectrometry (IDMS) and the isotopic composition of this spike was checked prior to quantification of the natural abundance dipeptide species in garlic using speciated IDA. The extraction of the gamma-glutamyl-SeMC species in water was performed in a sonication bath for 2 h after adding an appropriate quantity of (77)Se-enriched gamma-glutamyl-SeMC to 50 mg of garlic to give optimal (78)Se/(77)Se and (82)Se/(77)Se ratios of 1.5 and 0.6, respectively. The effect of ultrasonic nebulisation, in comparison with the loading of the ICP with carbon (through the addition of methane gas on-line), on the detection of Se associated with gamma-glutamyl-SeMC using collision/reaction cell ICP-MS with hydrogen as collision gas was investigated. Sensitivity enhancements of approximately fourfold and twofold were achieved using USN and methane mixed plasma, respectively, in comparison with conventional nebulisation and conventional Ar ICP-MS. However, an approximately twofold improvement in the detection limit was achieved using both approaches (42 ng kg(-1) for (78)Se using peak height measurements). The use of species-specific IDMS enabled quantification of the dipeptide species at ng g(-1) levels (603 ng g(-1) Se) in the complex food matrix with a relative standard deviation (RSD, n = 4) of 4.5%, which was approximately half that obtained using standard addition as a confirmatory technique. Furthermore, good agreement was found between the gamma-glutamyl-SeMC species concentrations obtained using both calibration methods.",Isotope dilution quantification of ultratrace gamma-glutamyl-Se-methylselenocysteine species using HPLC with enhanced ICP-MS detection by ultrasonic nebulisation or carbon-loaded plasma.,"['Carbon', 'Chromatography, High Pressure Liquid', 'Cysteine', 'Garlic', 'Isotopes', 'Mass Spectrometry', 'Organoselenium Compounds', 'Selenium', 'Sensitivity and Specificity', 'Time Factors']","['chemistry', 'methods', 'analogs & derivatives', 'chemistry', None, 'methods', 'analysis', 'analysis', None, None]",0.0,garlic,0.12903225806451613,"['methane', 'aqueous extract', 'hydrogen', 'IDA', 'Se', 'selenium', 'carbon', 'gamma-glutamyl-Se-methylselenocysteine']",1,12
18269349,"Peroxidase POX(1) isoenzyme was purified from garlic (Allium sativum L.) bulb by ammonium sulfate precipitation, gel filtration and anion-exchange chromatography. Native-PAGE profile showed two isoforms, designated POX(1A) and POX(1B). POX(1B) seems to be more attractive for biosensor design since its K(m) (app) for H(2)O(2) is lower than that of POX(1A). In addition to its storage and operational stability, POX(1B) was found to be highly heat-stable, since almost 70% of its activity was conserved at 60 degrees C, whereas full activity was retained at 50 and 40 degrees C for 40 min. The optimal pH was approx. 5 and the optimal temperature was 30 degrees C. Next, gelatin was used as a matrix for enzyme immobilization on a gold electrode surface and electrochemical measurements were performed by using cyclic voltammetry. POX(1B)-based electrodes show great potential for application in H(2)O(2) monitoring of biological samples.",A new peroxidase from garlic (Allium sativum) bulb: its use in H2O2 biosensing.,"['Ammonium Sulfate', 'Biosensing Techniques', 'Chemical Precipitation', 'Chromatography, Gel', 'Chromatography, Ion Exchange', 'Electrochemistry', 'Electrodes', 'Enzyme Stability', 'Enzymes, Immobilized', 'Garlic', 'Gelatin', 'Gold', 'Hydrogen Peroxide', 'Hydrogen-Ion Concentration', 'Kinetics', 'Peroxidase', 'Protein Isoforms', 'Temperature']","['chemistry', 'methods', None, 'methods', 'methods', None, None, None, None, 'enzymology', 'pharmacology', None, 'analysis', None, None, 'chemistry', 'chemistry', None]",0.0,garlic,0.08695652173913043,"['garlic (Allium sativum L.', 'H(2)O(2', 'ammonium sulfate']",1,4
18246504,"In this study, an enzyme-linked immunosorbent assay (ELISA) was optimized and applied to the determination of endosulfan residues in 20 different kinds of food commodities including vegetables, dry fruits, tea and meat. The limit of detection (IC(15)) was 0.8 microg kg(-1) and the sensitivity (IC(50)) was 5.3 microg kg(-1). Three simple extraction methods were developed, including shaking on the rotary shaker at 250 r min(-1) overnight, shaking on the rotary shaker for 1 h and thoroughly mixing for 2 min. Methanol was used as the extraction solvent in this study. The extracts were diluted in 0.5% fish skin gelatin (FG) in phosphate-buffered saline (PBS) at various dilutions in order to remove the matrix interference. For cabbage (purple and green), asparagus, Japanese green, Chinese cabbage, scallion, garland chrysanthemum, spinach and garlic, the extracts were diluted 10-fold; for carrots and tea, the extracts were diluted 15-fold and 900-fold, respectively. The extracts of celery, adzuki beans and chestnuts, were diluted 20-fold to avoid the matrix interference; ginger, vegetable soybean and peanut extracts were diluted 100-fold; mutton and chicken extracts were diluted 10-fold and for eel, the dilution was 40-fold. Average recoveries were 63.13-125.61%. Validation was conducted by gas chromatography (GC) and gas chromatography-mass spectrometry (GC-MS). The results of this study will be useful to the wide application of an ELISA for the rapid determination of pesticides in food samples.",Optimization and validation of enzyme-linked immunosorbent assay for the determination of endosulfan residues in food samples.,"['Chromatography, Gas', 'Consumer Product Safety', 'Crops, Agricultural', 'Endosulfan', 'Enzyme-Linked Immunosorbent Assay', 'Food Contamination', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Insecticides', 'Pesticide Residues', 'Sensitivity and Specificity', 'Vegetables']","['methods', None, 'chemistry', 'analysis', 'methods', 'analysis', 'methods', None, 'analysis', 'analysis', None, 'chemistry']",,garlic,0.0684931506849315,"['pesticides', 'endosulfan', '63.13-125.61', 'Methanol', 'garland chrysanthemum']",1,5
18221910,"Superoxide dismutase (SOD) can enhance the characteristic fluorescence of europium in europium (Eu(3+))-tetracycline (TC) system. According to this, a new spectrofluorimetric determination of SOD was developed. Under the optimum conditions, Eu(3+)-TC formed a ternary complex in close proximity with SOD and then intra-molecular energy transfer from TC-SOD complex to Eu(3+), which resulted in the enhancement of characteristic peak of Eu(3+) at 612 nm. The enhanced fluorescence intensity is in proportion to the concentration of SOD, and the linear range was 0.0553-38.71 microg mL(-1) with the limit of detection of 5.53 ng mL(-1). The developed method was practical, simple, sensitive and relatively free from interference coexisting substances and has been successfully applied to the determination of SOD in the plant and blood samples. The mechanism of fluorescence enhancement between Eu(3+)-TC complex and SOD was also studied.",Spectrofluorimetric determination of superoxide dismutase using a Europium-tetracycline probe.,"['Animals', 'Europium', 'Garlic', 'Humans', 'Indicators and Reagents', 'Molecular Probes', 'Spectrometry, Fluorescence', 'Superoxide Dismutase', 'Swine', 'Tetracycline', 'Time Factors']","[None, 'metabolism', 'enzymology', None, None, 'metabolism', None, 'analysis', None, 'metabolism', None]",0.0,garlic,0.09090909090909091,"['Eu(3+))-tetracycline', 'Superoxide', 'europium']",1,4
18207414,"A dual function protein was isolated from Allium sativum bulbs and was characterized. The protein had a molecular mass of 25-26 kDa under non-reducing conditions, whereas two polypeptide chains of 12.5+/-0.5 kDa were observed under reducing conditions. E-64 and leupeptin inhibited the proteolytic activity of the protein, which exhibited characteristics similar to cysteine peptidase. The enzyme exhibited substrate specificity and hydrolyzed natural substrates such as alpha-casein (K(m): 23.0 microM), azocasein, haemoglobin and gelatin. It also showed a high affinity for synthetic peptides such as Cbz-Ala-Arg-Arg-OMe-beta-Nam (K(m): 55.24 microM, k(cat): 0.92 s(-1)). The cysteine peptidase activity showed a remarkable stability after incubation at moderate temperatures (40-50 degrees C) over a pH range of 5.5-6.5. The N-terminus of the protein displayed a 100% sequence similarity to the sequences of a mannose-binding lectin isolated from garlic bulbs. Moreover, the purified protein was retained in the chromatographic column when Con-A Sepharose affinity chromatography was performed and the protein was able to agglutinate trypsin-treated rabbit red cells. Therefore, our results indicate the presence of an additional cysteine peptidase activity on a lectin previously described.",Isolation and characterization of a dual function protein from Allium sativum bulbs which exhibits proteolytic and hemagglutinating activities.,"['Animals', 'Caseins', 'Cysteine Endopeptidases', 'Erythrocytes', 'Garlic', 'Gelatin', 'Hemagglutination Tests', 'Hemagglutinins', 'Hemoglobins', 'Plant Proteins', 'Rabbits', 'Sequence Homology, Amino Acid', 'Substrate Specificity']","[None, 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', None, 'chemistry', 'chemistry', 'chemistry', None, None, None]",0.0,garlic,0.09090909090909091,"['Allium', 'alpha-casein', 'cysteine']",1,5
18038130,"Two extracellular enzymes (MsP1 and MsP2) capable of efficient beta-carotene degradation were purified from culture supernatants of the basidiomycete Marasmius scorodonius (garlic mushroom). Under native conditions, the enzymes exhibited molecular masses of approximately 150 and approximately 120 kDa, respectively. SDS-PAGE and mass spectrometric data suggested a composition of two identical subunits for both enzymes. Biochemical characterisation of the purified proteins showed isoelectric points of 3.7 and 3.5, and the presence of heme groups in the active enzymes. Partial amino acid sequences were derived from N-terminal Edman degradation and from mass spectrometric ab initio sequencing of internal peptides. cDNAs of 1,604 to 1,923 bp, containing open reading frames (ORF) of 508 to 513 amino acids, respectively, were cloned from a cDNA library of M. scorodonius. These data suggest glycosylation degrees of approximately 23% for MsP1 and 8% for MsP2. Databank homology searches revealed sequence homologies of MsP1 and MsP2 to unusual peroxidases of the fungi Thanatephorus cucumeris (DyP) and Termitomyces albuminosus (TAP).",Novel peroxidases of Marasmius scorodonius degrade beta-carotene.,"['Agaricales', 'Amino Acid Sequence', 'Cloning, Molecular', 'DNA, Complementary', 'Fungal Proteins', 'Genome, Fungal', 'Isoelectric Point', 'Mass Spectrometry', 'Molecular Sequence Data', 'Molecular Weight', 'Peroxidases', 'Sequence Alignment', 'Sequence Homology, Amino Acid', 'beta Carotene']","['enzymology', None, None, 'genetics', 'chemistry', None, None, None, None, None, 'chemistry', None, None, 'metabolism']",0.0,garlic,0.1346153846153846,"['beta-carotene', 'DyP', 'amino acids', 'MsP1', 'amino acid']",1,7
18025602,"Crude garlic extract contains one Mn-superoxide dismutase designated as SOD1 and two Cu,Zn superoxide dismutases as SOD2 and SOD3. The major isoform SOD2 was purified to homogeneity by Sephacryl S200-HR gel filtration, DEAE Sepharose ion exchange chromatography, and chromatofocusing using PBE 94. SOD2 was purified 82-fold with a specific activity of 4,960 U/mg protein. This enzyme was stable in a broad pH range from 5.0 to 10.0 and at various temperatures from 25 to 60 degrees C. The native molecular mass of SOD2 estimated by high performance liquid chromatography on TSK gel G2000SW column was 39 kDa. Sodium dodecyl sulfate-polyacrylamide gel electrophoresis analysis showed a single band near 18 kDa, suggesting that native enzyme was homodimeric. The isoelectric point as determined by chromatofocusing was 5. Analysis of its N terminal amino acid sequence revealed high sequence homology with several other cytosolic Cu,Zn-SODs from plants. Exposure of cancer cell lines to garlic Cu,Zn-SOD2 led to a significant decrease in superoxide content with a concomitant rise in intracellular peroxides, indicating that the enzyme is active in mammalian cells and could, therefore, be used in pharmacological applications.","Purification and characterization of a Cu,Zn-SOD from garlic (Allium sativum L.). Antioxidant effect on tumoral cell lines.","['Animals', 'Antioxidants', 'Cell Line, Tumor', 'Chromatography, Gel', 'Chromatography, High Pressure Liquid', 'Electrophoresis, Polyacrylamide Gel', 'Garlic', 'Hydrogen-Ion Concentration', 'Isoenzymes', 'Mice', 'Oxidative Stress', 'Superoxide Dismutase', 'Superoxides', 'Temperature']","[None, 'chemistry', None, None, None, None, 'enzymology', None, 'chemistry', None, 'drug effects', 'chemistry', 'antagonists & inhibitors', None]",,garlic,0.15517241379310345,"['superoxide', 'Sodium dodecyl sulfate-polyacrylamide', 'Mn-superoxide', 'peroxides', 'garlic extract contains', 'Zn superoxide', 'Cu', 'N terminal amino acid']",1,9
17951430,"The consumption of garlic is inversely correlated with the progression of cardiovascular disease, although the responsible mechanisms remain unclear. Here we show that human RBCs convert garlic-derived organic polysulfides into hydrogen sulfide (H(2)S), an endogenous cardioprotective vascular cell signaling molecule. This H(2)S production, measured in real time by a novel polarographic H(2)S sensor, is supported by glucose-maintained cytosolic glutathione levels and is to a large extent reliant on reduced thiols in or on the RBC membrane. H(2)S production from organic polysulfides is facilitated by allyl substituents and by increasing numbers of tethering sulfur atoms. Allyl-substituted polysulfides undergo nucleophilic substitution at the alpha carbon of the allyl substituent, thereby forming a hydropolysulfide (RS(n)H), a key intermediate during the formation of H(2)S. Organic polysulfides (R-S(n)-R'; n > 2) also undergo nucleophilic substitution at a sulfur atom, yielding RS(n)H and H(2)S. Intact aorta rings, under physiologically relevant oxygen levels, also metabolize garlic-derived organic polysulfides to liberate H(2)S. The vasoactivity of garlic compounds is synchronous with H(2)S production, and their potency to mediate relaxation increases with H(2)S yield, strongly supporting our hypothesis that H(2)S mediates the vasoactivity of garlic. Our results also suggest that the capacity to produce H(2)S can be used to standardize garlic dietary supplements.",Hydrogen sulfide mediates the vasoactivity of garlic.,"['Acetylcysteine', 'Chromatography, High Pressure Liquid', 'Electrochemistry', 'Erythrocytes', 'Garlic', 'Glutathione', 'Glutathione Disulfide', 'Humans', 'Hydrogen Sulfide']","['pharmacology', None, None, 'drug effects', 'chemistry', 'blood', 'blood', None, 'blood']",0.0,garlic,0.18840579710144928,"['polysulfides', 'glutathione', 'sulfur', 'allyl', 'H(2)S', 'H(2)S. Organic polysulfides', 'hydropolysulfide', 'oxygen', 'allyl substituents', 'thiols', 'carbon', 'hydrogen sulfide']",1,13
17916975,"Analysis and distribution of Pb and Cd in different mice organs including liver, kidney, spleen, heart and blood were evaluated after treatment with different aqueous concentrations of garlic (12.5-100 mg/l). Atomic absorption spectrometry (AAS) was used for analysis of Pb and Cd in these organs. Treatment of Cd-Pb exposed mice with garlic (12.5-100 mg/l) reduced Pb concentrations by 44.65, 42.61, 38.4, 47.56, and 66.62% in liver, kidney, heart, spleen and blood respectively. Moreover, garlic reduced Cd levels by 72.5, 87.7, 92.6, 95.6, and 71.7% in liver, kidney, heart, spleen and blood respectively. The suppressed immune responses in mice pretreated with Cd-Pb mixture were reversed by 48.85, 55.82, 81.4 and 90.7 in the presence of 100, 50, 25, and 12.5 mg/ml of garlic extract.",Garlic (Allium sativum L.) as a potential antidote for cadmium and lead intoxication: cadmium and lead distribution and analysis in different mice organs.,"['Animals', 'Antibody Formation', 'Cadmium', 'Cadmium Poisoning', 'Female', 'Garlic', 'Lead', 'Lead Poisoning', 'Male', 'Mice', 'Mice, Inbred BALB C', 'Phytotherapy', 'Plant Extracts', 'Tissue Distribution']","[None, 'drug effects', 'pharmacokinetics', 'drug therapy', None, None, 'pharmacokinetics', 'drug therapy', None, None, None, None, 'therapeutic use', 'drug effects']",0.0,garlic,0.21568627450980393,"['Cd', 'AAS', '42.61', 'garlic reduced Cd', 'Cd-Pb', 'garlic extract', 'Pb']",1,11
17874834,"The deodorizing effect of the mushroom (Agaricus bisporus) extract on the malodor produced after garlic consumption was investigated using an electronic sensor and sensory evaluation measurements. Comparative gas chromatography analysis revealed that the quantity of methane- and allylthiols that were usually found after garlic solution rinse, significantly fell after mushroom extract rinsing. Furthermore, in-vitro analysis (mixing the garlic solution and mushroom extract) showed that the methanethiol reaction with the mushroom extract proceeded faster than that of the allylthiol. Ab initio calculations implicated an addition reaction as the possible mechanism between the thiol compounds and the polyphenols. In comparison to the methanethiol, the higher activation energy required by allylthiol for a feasible reaction path way with the model acceptor, o-quinone, is expected to contribute to the difference in the rate of the reaction.",Studies on the deodorization by mushroom (Agaricus bisporus) extract of garlic extract-induced oral malodor.,"['Administration, Oral', 'Adolescent', 'Agaricus', 'Breath Tests', 'Chromatography, Gas', 'Dose-Response Relationship, Drug', 'Female', 'Garlic', 'Halitosis', 'Humans', 'Japan', 'Methane', 'Odorants', 'Phytotherapy', 'Plant Extracts', 'Principal Component Analysis', 'Sulfhydryl Compounds']","[None, None, 'chemistry', None, None, None, None, 'adverse effects', 'chemically induced', None, None, 'analysis', 'prevention & control', 'methods', 'administration & dosage', None, 'analysis']",0.0,garlic,0.13513513513513514,"['methanethiol', 'polyphenols', 'o-quinone', 'Agaricus bisporus) extract']",1,5
17855182,"Quorum sensing (QS) controls systems affecting the pathogenicity of many microorganisms; its interruption has an anti-pathogenic effect and can be used in the treatment of bacterial infections. In this study we evaluated QS regulation by Pseudomonas aeruginosa strains and QS inhibition (QSI) by different compounds. The inhibitory activity of 3 macrolide and 3 lincosamide drugs, resveratrol, garlic extract and N-acetylcysteine was tested on 4 P. aeruginosa strains isolated from cystic fibrosis (CF) patients using Chromobacterium violaceum ATCC 12472 as biomonitor. One P. aeruginosa strain, lincomycin and N-acetylcysteine did not show QSI, contrary to other compounds and P. aeruginosa strains. These results indicate that QSI evaluation should be taken into account in the design of new therapeutic strategies to treat P. aeruginosa infections, especially in patients infected by antibiotic-resistant bacteria.",Evaluation of different compounds as quorum sensing inhibitors in Pseudomonas aeruginosa.,"['Acetylcysteine', 'Anti-Bacterial Agents', 'Chromatography, High Pressure Liquid', 'Chromobacterium', 'Drug Evaluation, Preclinical', 'Garlic', 'Humans', 'Lincosamides', 'Macrolides', 'Plant Extracts', 'Pseudomonas aeruginosa', 'Quorum Sensing', 'Stilbenes']","['pharmacology', 'pharmacology', None, 'drug effects', None, 'chemistry', None, None, 'pharmacology', 'pharmacology', 'drug effects', 'drug effects', 'pharmacology']",0.0,garlic,0.12962962962962962,"['resveratrol', 'lincomycin', 'N-acetylcysteine', 'garlic extract', '3 lincosamide', 'Chromobacterium']",1,7
17763522,"In the present study, an RP high performance liquid chromatographic method was developed and validated for the determination of allicin in garlic powder and tablets. Chromatographic separation was carried out on an RP-18(e )column (125 mm x 4 mm), using a mobile phase, consisting of methanol-water (50:50 v/v), at a flow rate of 0.5 mL/min and UV detection at 220 nm. Ethylparaben was used as the internal standard. The assay was linear for allicin concentrations of 5.0-60.0 microg/mL. The RSD for precision was <6.14%. The accuracy was above 89.11%. The detection and quantification limits were 0.27 and 0.81 microg/mL, respectively. This method was used to quantify allicin in garlic powder samples. The results showed that the method described here is useful for the determination of allicin in garlic powder and tablets.",Validated liquid chromatographic method for quantitative determination of allicin in garlic powder and tablets.,"['Chromatography, Liquid', 'Powders', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Spectrophotometry, Ultraviolet', 'Sulfinic Acids', 'Tablets']","['methods', 'chemistry', None, None, None, 'analysis', 'chemistry']",2.0,garlic,0.11428571428571428,['allicin'],1,4
17715891,"This study describes the identification of six allyl esters in a garlic cheese preparation and in a commercial cream cheese. The extracts were prepared by liquid/liquid extraction and concentrated by the SAFE process. The identification of the allyl esters of acetic, butyric, hexanoic, heptanoic, octanoic, and decanoic acids is based on the correlation of their mass spectrometric data and chromatographic retention time data obtained from the extracts with those of authentic standards. In addition to the gas chromatography (GC)/mass spectrometry analysis, the flavor ingredients were characterized by GC sniffing by a trained flavorist. Some of the esters were isolated by preparative GC.",Identification of allyl esters in garlic cheese.,"['Cheese', 'Esters', 'Fatty Acids, Volatile', 'Garlic', 'Gas Chromatography-Mass Spectrometry', 'Propanols']","['analysis', 'analysis', 'analysis', 'chemistry', None, 'analysis']",0.0,garlic,0.11764705882352941,"['acetic, butyric, hexanoic, heptanoic, octanoic', 'decanoic acids', 'allyl esters']",1,4
17628043,"A novel plasma-assisted desorption/ionization (PADI) method that can be coupled with atmospheric pressure sampling mass spectrometry to yield mass spectral information under ambient conditions of pressure and humidity from a range of surfaces without the requirement for sample preparation or additives is reported. PADI is carried out by generating a nonthermal plasma which interacts directly with the surface of the analyte. Desorption and ionization then occur at the surface, and ions are sampled by the mass spectrometer. The PADI technique is demonstrated and compared with desorption electrospray ionization (DESI) for the detection of active ingredients in a range of over-the-counter and prescription pharmaceutical formulations, including nonsterodial anti-inflammatory drugs (mefenamic acid, Ibugel, and ibuprofen), analgesics (paracetamol, Anadin Extra), and Beecham's ""all in one"" cold and flu remedy. PADI has also been successfully applied to the analysis of nicotine in tobacco and thiosulfates in garlic. PADI experiments have been performed using a prototype source interfaced with a Waters Platform LCZ single-quadrupole mass spectrometer with limited modifications and a Hiden Analytical HPR-60 molecular beam mass spectrometer (MBMS). The ability of PADI to rapidly detect active ingredients in pharmaceuticals without the need for prior sample preparation, solvents, or exposed high voltages demonstrates the potential of the technique for high-throughput screening in a pharmaceutical or forensic environment.",Surface analysis under ambient conditions using plasma-assisted desorption/ionization mass spectrometry.,"['Analgesics', 'Anti-Inflammatory Agents, Non-Steroidal', 'Atmospheric Pressure', 'Garlic', 'Humidity', 'Nicotine', 'Pharmaceutical Preparations', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization', 'Surface Properties', 'Thiosulfates']","['analysis', 'analysis', None, 'chemistry', None, 'analysis', 'analysis', None, None, 'analysis']",0.0,garlic,0.07692307692307693,"['mefenamic acid', 'ibuprofen', 'paracetamol', 'LCZ', 'nicotine']",1,5
17567142,"Aromas generated in extruded potato snacks without and with addition of 0.25, 0.5, and 1% (w/w) of flavor precursors, cysteine and cystine, were compared and evaluated by descriptive sensory profiling. The results showed that high addition of cysteine (0.5 and 1%) resulted in the formation of undesirable odor and taste described as mercaptanic/sulfur, onion-like, and bitter; on the contrary, addition of cystine even at high concentration gave product with pleasant odor and taste, slightly changed into breadlike notes. GC/O analysis showed cysteine to be a much more reactive flavor precursor than cystine, stimulating formation of 12 compounds with garlic, sulfury, burnt, pungent/beer, cabbage/mold, meatlike, roasted, and popcorn odor notes. Further analysis performed by the AEDA technique identified 2-methyl-3-furanthiol (FD 2048) as a most potent odorant of extruded potato snacks with 1% addition of cysteine. Other identified compounds with high FD were butanal, 3-methyl-2-butenethiol, 2-methylthiazole, methional, 2-acetyl-1-pyrroline, and 3-hydroxy-4,5-dimethyl-2(5H)-furanone. In the case of cystine addition (1%) the highest FD factors were calculated for butanal, 2-acetyl-1-pyrroline, benzenemethanethiol, methional, phenylacetaldehyde, dimethyltrisulfide, 1-octen-3-ol, 1,5-octadien-3-one, and 2-acetylpyrazine.",Effect of cysteine and cystine addition on sensory profile and potent odorants of extruded potato snacks.,"['Chromatography, Gas', 'Cysteine', 'Cystine', 'Food Handling', 'Humans', 'Odorants', 'Plant Tubers', 'Sensation', 'Solanum tuberosum']","[None, 'administration & dosage', 'administration & dosage', 'methods', None, 'analysis', 'chemistry', None, 'chemistry']",0.0,garlic,0.3230769230769231,"['butanal', '2-methylthiazole', 'cysteine', 'benzenemethanethiol, methional, phenylacetaldehyde', 'dimethyltrisulfide', 'AEDA', '2-acetyl-1-pyrroline', 'cystine', 'methional', '3-hydroxy-4,5-dimethyl-2(5H)-furanone', '2-acetylpyrazine', 'flavor', '1,5-octadien-3-one']",1,21
17520814,"The characteristics of uptake, transepithelial transport and efflux of Z- and E-ajoenes isolated from the bulbs of Allium sativum were studied. A human colon cell model Caco-2 cell monolayers in vitro cultured had been applied to study the characteristics of uptake, transepithelial transport and efflux of Z- and E-ajoenes. The quantitative determination of Z- and E-ajoenes was performed by high-performance liquid chromatography. Z- and E-Ajoenes can be detected only in the apical side and can be metabolized, but both compounds can not be transported from apical-to-basolateral and basolateral-to-apical directions in cultured Caco-2 cell monolayers. The metabolism of Z- and E-ajoenes in Caco-2 cell monolayers can be partially inhibited by vitamin C as an anti-oxidant, metyrapone as an inhibitor to subtype CYP3A of cytochrome P450 drug metabolism enzymes, and sodium azide as an inhibitor to ATP production. It is shown that neither Z-ajoene nor E-ajoene can pass through Caco-2 cell monolayers, and that they can be metabolized by the cells. The metabolism might be in correlation with cytochrome P450 drugs metabolism enzymes in Caco-2 cell monolayers.","[Characteristics of uptake, transport and efflux of Z- and E-ajoenes in Caco-2 cell monolayers in vitro].","['Antioxidants', 'Ascorbic Acid', 'Biological Transport', 'Caco-2 Cells', 'Cell Membrane', 'Cytochrome P-450 CYP3A', 'Cytochrome P-450 CYP3A Inhibitors', 'Disulfides', 'Enzyme Inhibitors', 'Garlic', 'Humans', 'Metyrapone', 'Plants, Medicinal', 'Sodium Azide', 'Stereoisomerism']","['pharmacology', 'pharmacology', 'drug effects', None, 'drug effects', 'metabolism', None, 'chemistry', 'pharmacology', 'chemistry', None, 'pharmacology', 'chemistry', 'pharmacology', None]",,garlic,0.22857142857142856,"['E-Ajoenes', 'metyrapone', 'sodium azide', 'Allium', 'E-ajoenes', 'vitamin C', 'ATP', 'E-ajoene', 'Z-']",1,16
19071484,"The present paper proposes the application of multiwall carbon nanotubes (MWCNTs) as a solid sorbent for lead preconcentration using a flow system coupled to flame atomic absorption spectrometry. The method comprises the preconcentration of Pb (II) ions at a buffered solution (pH 4.7) onto 30mg of MWCNTs previously oxidized with concentrated HNO(3). The elution step is carried out with 1.0molL(-1) HNO(3). The effect of the experimental parameters, including sample pH, sampling flow rate, buffer and eluent concentrations were investigated by means of a 2(4) full factorial design, while for the final optimization a Doehlert design was employed. Under the best experimental conditions the preconcentration system provided detection and quantification limits of 2.6 and 8.6mugL(-1), respectively. A wide linear range varying from 8.6 up to 775mugL(-1) (r>0.999) and the respective precision (relative standard deviation) of 7.7 and 1.4% for the 15 and 200mugL(-1) levels were obtained. The characteristics obtained for the performance of the flow preconcentration system were a preconcentration factor of 44.2, preconcentration efficiency of 11min(-1), consumptive index of 0.45mL and sampling frequency estimated as 14h(-1). Preconcentration studies of Pb (II) ions in the presence of the majority foreign ions tested did not show interference, attesting the good performance of MWCNTs. The accuracy of the method was assessed from analysis of water samples (tap, mineral, physiological serum and synthetic seawater) and common medicinal herbs submitted to the acid decomposition (garlic and Ginkgo Biloba). The satisfactory recovery values obtained without using analyte addition method confirms the feasibility of this method for Pb (II) ions determination in different type of samples.",Solid-phase extraction system for Pb (II) ions enrichment based on multiwall carbon nanotubes coupled on-line to flame atomic absorption spectrometry.,[],[],0.0,garlic,0.08433734939759036,"['multiwall carbon', 'Pb', 'MWCNTs']",1,7
19071460,"A simple solid phase extraction procedure for speciation of selenium(IV) and selenium(VI) in environmental samples has been proposed prior to graphite furnace atomic absorption spectrometry. The method is based on the solid phase extraction of the selenium(IV)-ammonium pyrrolidine dithiocarbamate (APDC) chelate on the Diaion HP-2MG. After reduction of Se(VI) by heating the samples in the microwave oven with 4moll(-1) HCl, the system was applied to the total selenium. Se(VI) was calculated as the difference between the total selenium content and Se(IV) content. The experimental parameters, pH, amounts of reagents, eluent type and sample volume were optimized. The recoveries of analytes were found greater than 95%. No appreciable matrix effects were observed. The adsorption capacity of sorbent was 5.20mgg(-1) Se (IV). The detection limit of Se (IV) (3sigma, n=11) is 0.010mugl(-1). The preconcentration factor for the presented system was 100. The proposed method was applied to the speciation of selenium(IV), selenium(VI) and determination of total selenium in natural waters and microwave digested soil, garlic, onion, rice, wheat and hazelnut samples harvested various locations in Turkey with satisfactory results. In order to verify the accuracy of the method, certified reference materials (NIST SRM 2711 Montana Soil, NIST SRM 1568a Rice Flour and NIST SRM 8418 Wheat Gluten) were analyzed and the results obtained were in good agreement with the certified values. The relative errors and relative standard deviations were below 6 and 10%, respectively.",Speciation of selenium(IV) and selenium(VI) in environmental samples by the combination of graphite furnace atomic absorption spectrometric determination and solid phase extraction on Diaion HP-2MG.,[],[],1.0,garlic,0.17105263157894737,"['APDC', 'selenium(IV)-ammonium pyrrolidine dithiocarbamate', 'Se(IV', 'HCl', 'Gluten', 'chelate', 'selenium', 'Se', 'selenium(IV']",1,13
